ID_Fonte,URL,Publisher,Tipo_Fonte,Prova_Para,ID_Registo,Data_Verificação,Estado,Notas
SRC00176,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0122,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00177,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0123,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00178,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0124,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00179,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0125,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00180,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0126,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00181,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0127,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00182,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0128,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00183,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0129,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00184,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0130,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00185,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0131,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00186,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0132,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00187,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0133,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00188,https://www.nautacapital.com/team,www.nautacapital.com,Perfil / equipa,Pessoa,PER0134,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00189,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0135,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00190,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0136,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00191,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0137,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00192,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0138,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00193,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0139,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00194,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0140,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00195,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0141,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00196,https://www.kfund.vc/team,www.kfund.vc,Perfil / equipa,Pessoa,PER0142,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00197,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0143,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00198,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0144,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00199,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0145,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00200,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0146,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00201,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0147,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00202,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0148,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00203,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0149,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00204,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Perfil / equipa,Pessoa,PER0150,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00205,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,www.portugalventures.pt,Perfil / equipa,Pessoa,PER0151,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00206,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,www.portugalventures.pt,Perfil / equipa,Pessoa,PER0152,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00207,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,www.portugalventures.pt,Perfil / equipa,Pessoa,PER0153,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00208,https://www.portugalventures.pt/en/member/miguel-barbosa/,www.portugalventures.pt,Perfil / equipa,Pessoa,PER0154,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00209,https://www.portugalventures.pt/en/portfolio/outgoing/,www.portugalventures.pt,Perfil / equipa,Pessoa,PER0155,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00210,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0156,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00211,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0157,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00212,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0158,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00213,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0159,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00214,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0160,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00215,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0161,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00216,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0162,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00217,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / equipa,Pessoa,PER0163,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00218,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0164,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00219,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0165,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00220,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0166,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00221,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0167,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00222,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0168,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00223,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0169,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00224,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0170,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00225,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0171,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00226,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0172,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00227,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0173,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00228,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0174,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00229,https://www.shilling.vc/team,www.shilling.vc,Perfil / equipa,Pessoa,PER0175,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00230,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0176,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00231,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0177,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00232,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0178,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00233,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0179,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00234,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0180,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00235,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0181,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00236,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0182,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00237,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0183,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00238,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0184,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00239,https://www.armilar.com/why-armilar,www.armilar.com,Perfil / equipa,Pessoa,PER0185,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00240,https://hoxtonventures.com/team/,hoxtonventures.com,Perfil / equipa,Pessoa,PER0186,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00241,https://hoxtonventures.com/team/,hoxtonventures.com,Perfil / equipa,Pessoa,PER0187,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00242,https://hoxtonventures.com/team/,hoxtonventures.com,Perfil / equipa,Pessoa,PER0188,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00243,https://hoxtonventures.com/team/,hoxtonventures.com,Perfil / equipa,Pessoa,PER0189,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00244,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0190,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00245,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0191,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00246,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0192,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00247,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0193,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00248,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0194,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00249,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0195,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00250,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0196,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00251,https://kindredcapital.vc/,kindredcapital.vc,Perfil / equipa,Pessoa,PER0197,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00252,https://www.connectventures.co/,www.connectventures.co,Perfil / equipa,Pessoa,PER0198,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00253,https://www.connectventures.co/,www.connectventures.co,Perfil / equipa,Pessoa,PER0199,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00254,https://www.connectventures.co/,www.connectventures.co,Perfil / equipa,Pessoa,PER0200,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00255,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0201,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00256,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0202,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00257,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0203,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00258,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0204,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00259,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0205,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00260,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0206,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00261,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0207,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00262,https://www.heartcore.com/about,www.heartcore.com,Perfil / equipa,Pessoa,PER0208,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00263,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0209,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00264,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0210,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00265,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0211,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00266,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0212,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00267,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0213,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00268,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0214,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00269,https://partechpartners.com/funds,partechpartners.com,Perfil / equipa,Pessoa,PER0215,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00270,https://writing.pointnine.com/p/the-p9-guide-to-cohort-analysis-in,writing.pointnine.com,Artigo,Conteúdo / hook,HOK0001,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00271,https://writing.pointnine.com/p/will-ai-accelerate-vertical-saas,writing.pointnine.com,Artigo,Conteúdo / hook,HOK0002,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00272,https://seedcamp.com/people/carlos-eduardo-espinal/,seedcamp.com,Livro / Podcast,Conteúdo / hook,HOK0003,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00273,https://seedcamp.com/people/reshma-sohoni/,seedcamp.com,Perfil / entrevista,Conteúdo / hook,HOK0004,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00274,https://www.speedinvest.com/knowledge/the-speedinvest-saas-infra-team-introducing-our-thesis,www.speedinvest.com,Artigo,Conteúdo / hook,HOK0005,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00275,https://www.speedinvest.com/knowledge/the-speedinvest-saas-infra-team-introducing-our-thesis,www.speedinvest.com,Artigo,Conteúdo / hook,HOK0006,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00276,https://www.speedinvest.com/knowledge/the-speedinvest-saas-infra-team-introducing-our-thesis,www.speedinvest.com,Artigo,Conteúdo / hook,HOK0007,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00277,https://www.speedinvest.com/team-members/marie-helene-ametsreiter,www.speedinvest.com,Perfil / artigo,Conteúdo / hook,HOK0008,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00278,https://www.indexventures.com/team/shardul-shah/,www.indexventures.com,Perfil / entrevista,Conteúdo / hook,HOK0009,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00279,https://20.atomico.com/,20.atomico.com,Perfil / reflexão,Conteúdo / hook,HOK0010,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00280,https://20.atomico.com/,20.atomico.com,Reflexão institucional,Conteúdo / hook,HOK0011,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00281,https://www.balderton.com/team/daniel-waterhouse/,www.balderton.com,Perfil,Conteúdo / hook,HOK0012,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00282,https://www.balderton.com/team/rob-moffat/,www.balderton.com,Perfil,Conteúdo / hook,HOK0013,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00283,https://cherry.vc/team/sophia-bendz,cherry.vc,Perfil,Conteúdo / hook,HOK0014,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00284,https://creandum.com/team/staffan-helgesson/,creandum.com,Perfil / entrevistas,Conteúdo / hook,HOK0015,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00285,https://creandum.com/team/carl-fritjofsson/,creandum.com,Perfil / podcast,Conteúdo / hook,HOK0016,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00286,https://creandum.com/team/jakob-stein/,creandum.com,Perfil,Conteúdo / hook,HOK0017,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00287,https://creandum.com/team/richard-keuntje/,creandum.com,Perfil,Conteúdo / hook,HOK0018,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00288,https://creandum.com/team/maria-raga/,creandum.com,Perfil,Conteúdo / hook,HOK0019,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00289,https://northzone.com/team/par-jorgen-parson?f411be3b_page=1,northzone.com,Perfil,Conteúdo / hook,HOK0020,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00290,https://northzone.com/insights/hypothesis-led-investing-how-we-institutionalised-gut-driven-investing-and-our-learnings-from-spring-healths-investment-memo,northzone.com,Artigo,Conteúdo / hook,HOK0021,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00291,https://northzone.com/team/sanjot-malhi,northzone.com,Perfil,Conteúdo / hook,HOK0022,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00292,https://www.project-a.com/team/philipp-werner/,www.project-a.com,Perfil,Conteúdo / hook,HOK0023,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00293,https://insights.project-a.com/from-early-conviction-to-category-leader/,insights.project-a.com,Artigo,Conteúdo / hook,HOK0024,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00294,https://www.project-a.com/team/florian-heinemann,www.project-a.com,Perfil,Conteúdo / hook,HOK0025,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00295,https://www.project-a.com/team/uwe-horstmann/,www.project-a.com,Perfil,Conteúdo / hook,HOK0026,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00296,https://www.project-a.com/team/malin-posern,www.project-a.com,Perfil,Conteúdo / hook,HOK0027,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00297,https://www.dawncapital.com/team/josh-bell,www.dawncapital.com,Perfil / entrevista,Conteúdo / hook,HOK0028,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00298,https://www.dawncapital.com/team/norman-fiore,www.dawncapital.com,Perfil / artigos,Conteúdo / hook,HOK0029,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00299,https://dawncapital.com/author/norman/,dawncapital.com,Artigo,Conteúdo / hook,HOK0030,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00300,https://www.dawncapital.com/team/evgenia-plotnikova,www.dawncapital.com,Perfil,Conteúdo / hook,HOK0031,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00301,https://www.dawncapital.com/team/shamillah-bankiya,www.dawncapital.com,Perfil,Conteúdo / hook,HOK0032,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00302,https://www.dawncapital.com/team/dan-chaplin,www.dawncapital.com,Perfil,Conteúdo / hook,HOK0033,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00303,https://octopusventures.com/team/b2b-software/paul-davidson/,octopusventures.com,Perfil,Conteúdo / hook,HOK0034,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00304,https://octopusventures.com/team/health/will-gibbs/,octopusventures.com,Perfil,Conteúdo / hook,HOK0035,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00305,https://octopusventures.com/team/fintech/tosin-agbabiaka/,octopusventures.com,Perfil / artigos,Conteúdo / hook,HOK0036,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00306,https://octopusventures.com/team/fintech/santiago-fernandez/,octopusventures.com,Perfil,Conteúdo / hook,HOK0037,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00307,https://octopusventures.com/team/fintech/theo-xydas/,octopusventures.com,Perfil,Conteúdo / hook,HOK0038,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00308,https://www.notion.vc/resources/new-frontiers-reflections-from-the-notion-capital-founder-retreat-2025,www.notion.vc,Artigo / retreat,Conteúdo / hook,HOK0039,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00309,https://www.notion.vc/resources/why-we-invested-in-tern,www.notion.vc,Artigo,Conteúdo / hook,HOK0040,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00310,https://www.notion.vc/resources/why-we-invested-in-upciti,www.notion.vc,Artigo,Conteúdo / hook,HOK0041,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00311,https://www.notion.vc/resources/why-notion-capital-invested-in-quantum-systems,www.notion.vc,Artigo,Conteúdo / hook,HOK0042,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00312,https://www.nautacapital.com/team,www.nautacapital.com,Perfil,Conteúdo / hook,HOK0043,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00313,https://www.nautacapital.com/team,www.nautacapital.com,Perfil,Conteúdo / hook,HOK0044,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00314,https://www.nautacapital.com/team,www.nautacapital.com,Perfil,Conteúdo / hook,HOK0045,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00315,https://www.nautacapital.com/team,www.nautacapital.com,Perfil,Conteúdo / hook,HOK0046,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00316,https://www.nautacapital.com/team,www.nautacapital.com,Perfil,Conteúdo / hook,HOK0047,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00317,https://www.kfund.vc/team,www.kfund.vc,Perfil,Conteúdo / hook,HOK0048,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00318,https://www.kfund.vc/team,www.kfund.vc,Perfil / podcast,Conteúdo / hook,HOK0049,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00319,https://www.kfund.vc/team,www.kfund.vc,Perfil,Conteúdo / hook,HOK0050,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00320,https://www.kfund.vc/post/podkast-173-la-evolucion-de-k-de-pre-seed-seed-en-espana-a-series-a-en-sur-de-europa-y-latam,www.kfund.vc,Artigo / podcast,Conteúdo / hook,HOK0051,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00321,https://www.kfund.vc/post/kfund-tech-due-diligence,www.kfund.vc,Artigo,Conteúdo / hook,HOK0052,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00322,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Q&A / tese,Conteúdo / hook,HOK0053,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00323,https://www.samaipata.vc/samaipata-team,www.samaipata.vc,Perfil,Conteúdo / hook,HOK0054,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00324,https://www.portugalventures.pt/en/member/miguel-barbosa/,www.portugalventures.pt,Perfil,Conteúdo / hook,HOK0055,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00325,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil,Conteúdo / hook,HOK0056,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00326,https://www.indicocapital.com/about-us,www.indicocapital.com,Perfil / entrevista,Conteúdo / hook,HOK0057,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00327,https://www.armilar.com/articles/armilar-announces-first-closing-of-fund-iv-with-eu120m-to-invest-in-disruptive-technologies-across-iberia-and-europe,www.armilar.com,Artigo,Conteúdo / hook,HOK0058,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00328,https://www.armilar.com/articles/armilar-announces-first-closing-of-fund-iv-with-eu120m-to-invest-in-disruptive-technologies-across-iberia-and-europe,www.armilar.com,Artigo,Conteúdo / hook,HOK0059,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00329,https://www.connectventures.co/opinions/investment-decisions-at-connect,www.connectventures.co,Artigo,Conteúdo / hook,HOK0060,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00330,https://www.connectventures.co/opinions/the-connect-ventures-thesis-part-2,www.connectventures.co,Artigo / tese,Conteúdo / hook,HOK0061,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00331,https://www.connectventures.co/opinions/investing-in-nexcade,www.connectventures.co,Artigo,Conteúdo / hook,HOK0062,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00332,https://www.connectventures.co/opinions/investing-in-ewake-engineers-best-friend-for-software-reliability,www.connectventures.co,Artigo,Conteúdo / hook,HOK0063,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
