ID_Pessoa,ID_Investidor,Investidor,Nome,Cargo_Atual,Decisor,Nível_Decisão,Localização,Foco_Setorial,Foco_Fase,Experiência_Anterior,Empresas_Portfólio,Email_Público,LinkedIn,Perfil_Oficial,Hook_Principal,Fundamento_do_Hook,Fonte_Principal,Data_Verificação,Confiança,Estado_Perfil,Notas
PER0081,INV011,Northzone,Jessica Schultz,Partner,Sim,Decisor,Estocolmo,Consumer; health,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0082,INV011,Northzone,Michiel Kotting,Partner,Sim,Decisor,Amesterdão,Enterprise software; AI,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0083,INV011,Northzone,Pär-Jörgen Pärson,Partner,Sim,Decisor,Estocolmo / Nova Iorque,Energy transition; health; consumer; AI,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Enriquecido,
PER0084,INV011,Northzone,Sam Endacott,Partner,Sim,Decisor,Londres,Consumer; software,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0085,INV011,Northzone,Sanjot Malhi,Partner,Sim,Decisor,Londres,Growth; AI; fintech; software,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Enriquecido,
PER0086,INV011,Northzone,Wendy Xiao,Partner,Sim,Decisor,Nova Iorque,Health; enterprise,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0087,INV011,Northzone,Molly Alter,Partner,Sim,Decisor,Nova Iorque,Consumer; fintech,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0088,INV011,Northzone,Elena Pantazi,Partner & Head of Platform,Rever,Influenciador,Londres,Platform; portfolio support,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0089,INV011,Northzone,Dominik Esen,Principal,Rever,Equipa de investimento,Estocolmo,Technology,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0090,INV011,Northzone,Manavi Mehra,Vice President,Rever,Equipa de investimento,Londres,Technology,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Base,
PER0091,INV011,Northzone,Paul Murphy,General Partner,Sim,Decisor,Londres,Consumer; entertainment; enterprise apps,Early stage; Growth,,,,,https://northzone.com/team,Apresentar uma hipótese explícita sobre a mudança estrutural que cria a oportunidade.,Northzone descreve abordagem hypothesis-led em conteúdos e perfis.,https://northzone.com/team,2026-09-09,Alta,Enriquecido,
PER0092,INV012,Project A,Anton Waitz,General Partner,Sim,Decisor,Berlim,Venture investments,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0093,INV012,Project A,Uwe Horstmann,General Partner,Sim,Decisor,Berlim,Dealflow; venture investments,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Enriquecido,
PER0094,INV012,Project A,Florian Heinemann,General Partner,Sim,Decisor,Berlim,Marketing; CRM; business intelligence,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Enriquecido,
PER0095,INV012,Project A,Thies Sander,General Partner,Sim,Decisor,Berlim,Investor relations; company building,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0096,INV012,Project A,Ben Fischer,General Partner,Sim,Decisor,Berlim,Operational support; finance; legal,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0097,INV012,Project A,Jack Wang,Partner & MD UK,Sim,Decisor,Londres,Resilience & Defence,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0098,INV012,Project A,Malin Posern,Partner & MD UK,Sim,Decisor,Londres,Financial Technology; consumer; SaaS,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Enriquecido,
PER0099,INV012,Project A,Philipp Werner,Partner,Sim,Decisor,Colónia,Supply chain; logistics; energy; construction; sales tech,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Enriquecido,
PER0100,INV012,Project A,Mila Cramer,Principal,Rever,Equipa de investimento,Berlim,Climate & Energy,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0101,INV012,Project A,Andrea Emanuelli,Principal,Rever,Equipa de investimento,Berlim,Technology,Pre-seed; Seed; Series A,,,,,https://www.project-a.com/team/,Ligar o pedido de capital a um plano operacional específico onde a equipa da Project A acrescente valor.,Modelo público de VC operacional e áreas individuais.,https://www.project-a.com/team/,2026-09-09,Alta,Base,
PER0102,INV013,Dawn Capital,Josh Bell,General Partner,Sim,Decisor,Londres,Fintech; financial software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Enriquecido,
PER0103,INV013,Dawn Capital,Norman Fiore,General Partner,Sim,Decisor,Londres,Automation; data; security; vertical software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Enriquecido,
PER0104,INV013,Dawn Capital,Evgenia Plotnikova,General Partner,Sim,Decisor,Londres,AI; infrastructure; automation,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Enriquecido,
PER0105,INV013,Dawn Capital,Haakon Overli,General Partner,Sim,Decisor,Londres,B2B software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Base,
PER0106,INV013,Dawn Capital,Shamillah Bankiya,Partner,Sim,Decisor,Londres,AI; infrastructure; automation,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Enriquecido,
PER0107,INV013,Dawn Capital,Dan Chaplin,Partner,Sim,Decisor,Londres,Automation; vertical software; fintech,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Enriquecido,
PER0108,INV013,Dawn Capital,Henry Mason,Partner,Sim,Decisor,Londres,B2B software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Base,
PER0109,INV013,Dawn Capital,Daniela Raffel Torrebiarte,Investment Team,Rever,Equipa de investimento,Londres,B2B software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Base,
PER0110,INV013,Dawn Capital,Zoe Qin,Vice President,Rever,Equipa de investimento,Londres,Data; AI,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Base,
PER0111,INV013,Dawn Capital,Roméo Walter,Investment Team,Rever,Equipa de investimento,Londres,B2B software,Series A; Series B,,,,,https://www.dawncapital.com/team,Referir o problema estrutural do cliente e por que uma mudança tecnológica torna a solução inevitável agora.,"Bios dos partners descrevem tese, decisões e investimentos.",https://www.dawncapital.com/team,2026-09-09,Alta,Base,
PER0112,INV014,Octopus Ventures,Paul Davidson,Partner,Sim,Decisor,Londres,B2B SaaS; cybersecurity; AI; data; infrastructure; MarTech,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Enriquecido,
PER0113,INV014,Octopus Ventures,Will Gibbs,Partner,Sim,Decisor,Londres,Health; digital therapeutics; US expansion,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Enriquecido,
PER0114,INV014,Octopus Ventures,Tosin Agbabiaka,Principal,Rever,Equipa de investimento,Londres,Fintech,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Enriquecido,
PER0115,INV014,Octopus Ventures,Santiago Fernandez,Investment Manager,Rever,Equipa de investimento,Londres,Growth fintech; AI; SaaS,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Enriquecido,
PER0116,INV014,Octopus Ventures,Theo Xydas,Principal,Rever,Equipa de investimento,Londres,Growth fintech; AI-enabled services,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Enriquecido,
PER0117,INV014,Octopus Ventures,Angel Issa,Investor,Rever,Equipa de investimento,Londres,Fintech,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Base,
PER0118,INV014,Octopus Ventures,Zihao Xu,Investor,Rever,Equipa de investimento,Londres,Fintech,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Base,
PER0119,INV014,Octopus Ventures,Constanza Diaz,Investor,Rever,Equipa de investimento,Londres,B2B Software; cyber,Pre-seed to Growth,,,,,https://octopusventures.com/,Ligar o produto ao conhecimento setorial da equipa e aos marcos que a empresa precisa atingir no próximo ano.,Perfis da equipa e modelo de apoio especializado.,https://octopusventures.com/,2026-09-09,Alta,Base,
PER0120,INV015,Notion Capital,Jos White,General Partner,Sim,Decisor,Londres,B2B SaaS; scaling; AI,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Enriquecido,
PER0121,INV015,Notion Capital,Stephen Chandler,Managing Partner,Sim,Decisor,Londres,B2B SaaS; growth,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Base,
PER0122,INV015,Notion Capital,Itxaso del Palacio,General Partner,Sim,Decisor,Londres,Product-led growth; software; AI,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Enriquecido,
PER0123,INV015,Notion Capital,Patrick Norris,General Partner,Sim,Decisor,Londres,B2B SaaS; industrial; defence; fintech,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Enriquecido,
PER0124,INV015,Notion Capital,Kamil Mieczakowski,Partner,Sim,Decisor,Londres,AI; B2B software; physical AI,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Enriquecido,
PER0125,INV015,Notion Capital,Stephen Millard,Operating Partner & Chief Platform Officer,Rever,Influenciador,Londres,Scaling; leadership; GTM,Series A; Growth,,,,,https://www.notion.vc/our-team/,Mostrar domínio das métricas SaaS e uma hipótese concreta de category design ou product-led growth.,Biblioteca pública da Notion contém conteúdo individual sobre estes temas.,https://www.notion.vc/library,2026-09-09,Média,Base,
PER0126,INV016,Nauta Capital,Carles Ferrer,General Partner,Sim,Decisor,Londres,Security; SaaS; marketing analytics; data,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Enriquecido,
PER0127,INV016,Nauta Capital,Jordi Viñas,General Partner,Sim,Decisor,Barcelona,B2B software,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Base,
PER0128,INV016,Nauta Capital,Borja Breña,Partner,Sim,Decisor,Barcelona / Madrid,Spain & Portugal; software,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Enriquecido,
PER0129,INV016,Nauta Capital,Conor Scanlan,Associate Partner,Sim,Decisor,Londres,Seed+; Series A B2B software,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Enriquecido,
PER0130,INV016,Nauta Capital,Andrea Oliver,Principal,Rever,Equipa de investimento,Barcelona,B2B software,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Base,
PER0131,INV016,Nauta Capital,Theo Wethered,Principal,Rever,Equipa de investimento,Londres,AI; data; fintech; supply chain; web3,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Enriquecido,
PER0132,INV016,Nauta Capital,Ana Fernandez,Investment Associate,Rever,Equipa de investimento,Londres,B2B software,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Base,
PER0133,INV016,Nauta Capital,Stella Buhalis,Investment Associate,Rever,Equipa de investimento,Londres,Fintech; future of work; healthcare; RevOps,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Enriquecido,
PER0134,INV016,Nauta Capital,Arthur Sbert,Investment Associate,Rever,Equipa de investimento,Barcelona,Fintech; SaaS,Seed+; Series A,,,,,https://www.nautacapital.com/team,"Mostrar produto operacional, dor B2B clara e uma wedge plausível para expansão europeia.",Tese e bios públicas da Nauta.,https://www.nautacapital.com/team,2026-09-09,Alta,Base,
PER0135,INV017,K Fund,Iñaki Arrola,General Partner,Sim,Decisor,Madrid,Marketplaces; founder-led companies,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Enriquecido,
PER0136,INV017,K Fund,Carina Szpilka,General Partner,Sim,Decisor,Madrid,Fintech; customer-centric companies,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Enriquecido,
PER0137,INV017,K Fund,Pablo Ventura,Partner,Sim,Decisor,Madrid,Dual-use; AI software for SMEs,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Enriquecido,
PER0138,INV017,K Fund,Marc Clemente,Partner,Sim,Decisor,Madrid,Technology,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Base,
PER0139,INV017,K Fund,Jaime Novoa,Partner,Sim,Decisor,Madrid,Spanish ecosystem; SaaS,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Enriquecido,
PER0140,INV017,K Fund,Gustavo Ribas,Venture Partner,Rever,Influenciador,São Paulo,LatAm; fintech; deeptech,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Base,
PER0141,INV017,K Fund,Borja Santos,Investment Team,Rever,Equipa de investimento,Madrid,Fintech; GTM; scaling,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Base,
PER0142,INV017,K Fund,Sergio Álvarez Leiva,Partner,Sim,Decisor,Madrid,Data; people; product,Pre-seed to Series A+,,,,,https://www.kfund.vc/team,Ser contrarian com prova: explicar o insight não óbvio e como a equipa valida tecnologia e produto.,Posicionamento público e guia de due diligence técnica.,https://www.kfund.vc/team,2026-09-09,Alta,Base,
PER0143,INV018,Samaipata,José del Barrio,Founding Partner,Sim,Decisor,Madrid,Marketplaces; network effects,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Enriquecido,
PER0144,INV018,Samaipata,Eduardo Diez-Hochleitner,Founding Partner & Chairman,Sim,Decisor,Madrid,Strategy; company building,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0145,INV018,Samaipata,Luis Garay,Partner,Sim,Decisor,Madrid,AI; network effects; European tech,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Enriquecido,
PER0146,INV018,Samaipata,Alberto Cuevas,Partner,Sim,Decisor,Madrid,Technology,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0147,INV018,Samaipata,Pablo Ferreras,Partner - COO/CFO,Sim,Decisor,Madrid,Finance; operations,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0148,INV018,Samaipata,Íñigo Laucirica,Principal,Rever,Equipa de investimento,Madrid,Technology,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0149,INV018,Samaipata,Irene Gentili,Investment Manager,Rever,Equipa de investimento,Paris,Technology,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0150,INV018,Samaipata,Carmen Sánchez,Investment Associate,Rever,Equipa de investimento,Madrid,Technology,Pre-seed; Seed,,,,,https://www.samaipata.vc/samaipata-team,"Quantificar o efeito de rede, a defensibilidade e o caminho para €100m+ de receita ou margem.",Founders Q&A publica critérios explícitos.,https://www.samaipata.vc/post/the-founders-q-a,2026-09-09,Alta,Base,
PER0151,INV019,Portugal Ventures,Marco Neves,President / CEO,Sim,Decisor,Portugal,Estratégia institucional,Pre-seed to Series A,Banca; investimento; entidades públicas,,,,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,Enquadrar a empresa na missão de internacionalização e no instrumento/fundo certo.,Nova liderança 2025–2027 e missão institucional.,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,2026-09-09,Alta,Parcial,
PER0152,INV019,Portugal Ventures,João Paulo Miranda,Vice-President,Sim,Decisor,Portugal,Estratégia institucional,Pre-seed to Series A,Gestão e finanças,,,,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,Identificar primeiro a call e mostrar elegibilidade objetiva.,Membro do conselho executivo.,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,2026-09-09,Alta,Base,
PER0153,INV019,Portugal Ventures,Carla Areias,Executive Board Member,Sim,Decisor,Portugal,Estratégia institucional,Pre-seed to Series A,Gestão e investimento,,,,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,Associar o caso à estratégia e às métricas exigidas pelas calls.,Membro executivo do conselho.,https://www.portugalventures.pt/en/news/new-leadership-for-the-2025-2027-triennium/,2026-09-09,Alta,Base,
PER0154,INV019,Portugal Ventures,Miguel Barbosa,Investment Director,Sim,Decisor,Portugal,Tourism; hardware; IoT; agri-food; industrial; telecom,Pre-seed to Series A,Consultoria; telecom; Nutrinveste; 20+ anos VC,Indie Campers,,,https://www.portugalventures.pt/en/member/miguel-barbosa/,"Se aplicável, ligar hardware/IoT ou turismo à experiência setorial e à internacionalização.","Perfil oficial detalha setores, carreira e investimentos.",https://www.portugalventures.pt/en/member/miguel-barbosa/,2026-09-09,Alta,Enriquecido,
PER0155,INV019,Portugal Ventures,Nuno Oliveira,Investment Manager,Rever,Equipa de investimento,Portugal,Digital; software,Pre-seed to Series A,Investment management,Outgoing,,,https://www.portugalventures.pt/en/portfolio/outgoing/,"Referir a ligação direta a software conversacional/AI e ao caso Outgoing, se relevante.",Página de portfólio identifica o investment manager.,https://www.portugalventures.pt/en/portfolio/outgoing/,2026-09-09,Média,Parcial,
PER0156,INV020,Indico Capital Partners,Stephan de Moraes,Managing General Partner,Sim,Decisor,Lisboa,Tech; global expansion,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Enriquecido,
PER0157,INV020,Indico Capital Partners,Ricardo Torgal,General Partner & CFO,Sim,Decisor,Lisboa,Tech; finance,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
